pij																																																																																																																																																																																																																																																																																																											
71	66	57	29	72	56	91	13	99	29	27	60	52	13	31	30	33	39	56	55	84	84	16	64	44	80	74	30	84	95	45	88	22	27	79	34	53	69	88	25	29	52	59	32	11	35	98	87	98	39	59	84	65	78	24	24	47	53	58	18	30	39	91	89	62	87	20	95	26	17	99	96	62	12	58	72	65	38	96	11	70	42	81	36	76	66	85	16	99	58	75	86	43	22	38	43	79	83	80	76	82	38	24	82	35	74	62	75	94	53	24	68	43	41	100	31	49	27	37	86	96	67	98	42	36	32	89	23	72	42	33	84	61	31	12	75	39	98	83	56	70	68	99	46	17	26	22	76	45	61	43	54	69	28	89	64	69	72	25	90	17	76	27	86	31	19	90	97	60	32	83	51	15	42	66	16	82	82	78	27	34	11	26	83	85	77	89	36	57	80	41	63	79	36	62	67	97	70	77	42	92	58	54	54	44	84	52	87	89	41	84	19	99	61	99	87	15	38	94	44	64	27	92	32	29	71	40	37	18	34	62	85	77	47	27	90	24	17	68	67	95	80	51	50	88	78	99	25	50	55	88	41	85	54	87	50	16	46	79	97	80	81	12	81	94	83	75	53	67	10	11	76	65	11	79	25	29	17	74	67	48	12	59	25	63	26	98	58	27	70	26	15	92	32	25	59	86	14	42	91
79	45	58	56	22	82	92	38	56	62	52	75	27	76	52	15	82	63	95	57	40	67	35	94	84	30	33	60	27	15	34	38	58	98	91	91	71	90	13	76	66	47	22	54	67	98	15	73	90	66	94	27	51	29	28	74	13	24	85	61	44	19	14	71	34	43	76	60	15	32	74	99	26	55	77	46	56	68	54	78	57	46	97	91	16	56	24	12	56	54	59	84	76	84	24	22	51	19	29	19	54	41	30	100	86	87	43	68	16	96	64	65	38	25	35	96	81	95	45	76	22	13	22	87	40	97	92	100	88	50	33	22	67	27	50	15	13	94	24	48	20	45	58	44	82	89	10	100	45	18	37	83	47	26	19	33	93	33	26	47	24	77	12	41	20	43	39	68	22	56	84	36	23	17	12	71	13	18	16	37	15	35	98	92	50	99	47	96	10	64	47	84	75	89	47	25	47	12	74	34	88	21	53	24	94	44	12	66	20	36	78	14	35	44	20	58	31	36	83	49	93	94	89	19	78	69	23	28	21	83	34	62	58	68	34	61	48	29	11	24	61	94	71	51	38	28	72	63	43	58	11	84	27	37	65	13	12	63	90	78	83	84	52	75	39	64	20	39	18	40	24	44	13	37	82	15	44	11	71	18	19	67	27	89	34	63	70	82	56	78	17	54	20	68	87	93	50	21	41	62
21	74	91	82	73	86	43	22	47	34	86	57	36	81	18	35	36	41	77	21	66	60	43	77	13	61	81	22	21	31	27	71	30	31	85	56	99	52	26	88	100	50	90	60	83	65	61	99	93	40	88	23	23	31	45	68	44	71	72	73	29	34	81	43	90	54	96	97	47	63	67	62	61	97	52	67	68	52	45	64	42	96	32	53	83	18	82	88	83	29	76	12	28	19	80	95	76	95	36	18	22	36	22	69	82	42	35	33	90	11	42	19	91	23	79	26	87	53	96	44	66	71	69	86	78	74	35	58	68	46	99	85	51	38	89	92	37	91	90	12	96	85	73	62	80	62	28	89	43	19	56	54	63	72	24	18	96	77	68	43	81	72	74	66	13	32	73	52	70	27	33	76	71	17	81	51	31	22	88	52	40	74	25	17	60	37	38	31	17	71	51	55	67	15	64	31	70	29	79	84	93	36	69	50	54	78	51	63	16	83	78	67	88	86	18	87	55	50	40	79	94	89	91	61	42	66	29	99	68	80	82	25	35	11	14	91	97	50	62	19	81	53	80	52	44	79	65	78	75	62	92	80	63	59	54	29	14	37	25	37	46	13	65	47	80	95	27	11	29	98	35	47	69	66	14	100	35	54	11	54	16	96	90	32	85	82	75	69	15	47	92	21	55	79	63	87	80	92	98	68
62	33	95	18	43	78	53	66	36	13	18	44	61	39	62	15	45	55	96	81	24	20	88	14	12	67	29	65	17	19	70	17	34	88	40	47	84	85	28	61	83	12	50	68	39	23	33	44	60	25	41	31	80	47	69	60	66	53	45	42	50	92	33	79	17	60	80	36	11	63	97	84	78	67	22	25	57	51	69	75	66	45	80	77	39	83	21	23	90	21	83	28	48	42	36	83	27	94	68	95	27	22	68	58	16	33	13	45	63	23	11	72	92	18	72	32	63	22	28	47	98	78	44	18	45	40	19	72	89	18	51	73	36	76	47	93	52	71	53	35	92	40	54	37	29	48	13	65	28	50	33	26	97	47	74	24	17	67	89	26	36	48	86	52	31	14	39	80	66	17	67	18	24	32	47	94	27	19	100	78	15	61	100	68	41	13	48	57	99	94	13	34	17	49	68	65	83	86	50	79	32	73	37	28	14	60	83	37	78	36	88	22	59	41	60	70	23	19	65	19	79	25	99	13	37	49	47	47	74	88	28	92	95	73	28	61	46	85	84	22	63	68	52	25	78	19	71	41	70	49	90	71	51	43	79	83	66	18	46	11	34	86	42	38	83	71	20	31	23	88	78	33	18	48	60	66	94	27	70	89	17	17	87	84	36	50	38	43	90	62	64	71	36	79	15	37	47	16	35	30
31	22	58	60	59	57	30	92	95	66	59	84	94	20	55	92	61	55	32	63	47	60	27	27	92	23	30	88	58	13	14	98	33	27	15	23	69	80	82	78	64	28	52	48	30	62	68	56	99	41	93	46	78	15	72	61	60	82	38	68	86	95	67	95	40	73	19	14	21	26	20	70	23	99	88	19	71	85	22	98	94	41	52	24	73	21	95	29	61	92	91	28	54	93	10	82	42	83	11	99	45	28	89	46	23	72	68	42	16	65	65	63	21	75	28	87	48	54	61	93	33	34	40	83	25	82	82	79	72	17	28	74	93	61	98	44	99	77	71	85	34	90	56	91	80	60	66	72	72	80	48	80	32	77	64	62	33	93	12	79	66	64	61	34	85	69	94	66	71	49	46	95	55	99	90	76	94	69	40	18	32	44	47	40	92	32	85	70	86	42	75	51	83	42	77	59	15	97	23	86	61	37	48	73	31	26	51	29	95	26	40	67	45	97	71	98	95	45	85	21	43	45	71	97	64	99	85	74	99	38	64	81	14	12	48	51	18	15	99	37	61	32	90	98	49	72	46	76	24	56	86	25	74	23	38	76	91	91	61	51	22	70	54	100	51	44	82	54	15	69	37	22	65	67	33	83	91	22	87	54	44	95	46	29	54	77	19	11	34	79	68	98	16	48	37	52	32	85	55	55
27	70	57	40	44	96	55	50	34	22	36	63	56	16	87	92	82	45	29	24	71	23	98	97	61	57	21	48	51	42	61	53	63	14	58	98	70	58	59	76	42	79	23	97	37	68	53	34	54	17	71	23	34	65	23	49	10	79	49	66	36	70	31	68	28	67	37	50	51	18	90	53	67	31	58	99	13	11	65	39	69	56	58	82	18	74	84	21	26	57	62	76	60	31	29	97	71	39	45	79	40	58	43	30	45	78	17	65	35	60	44	52	50	60	54	39	58	18	30	41	81	56	15	59	72	72	37	72	82	99	95	29	36	83	86	66	99	95	72	90	14	88	97	18	26	97	65	24	20	43	74	45	70	50	82	82	48	96	24	88	99	87	76	65	42	84	24	15	73	47	87	12	37	29	94	80	87	51	62	65	56	42	69	85	17	85	73	81	26	33	57	53	66	42	60	93	73	46	56	49	72	80	47	78	19	18	17	85	99	52	38	71	79	69	69	23	98	56	30	69	92	12	62	72	88	75	82	55	24	61	90	49	47	30	90	13	53	86	44	83	59	71	98	65	33	30	43	18	36	37	14	86	61	36	27	62	25	72	86	56	19	79	38	55	25	58	24	24	62	94	86	59	73	96	21	51	29	31	92	89	48	28	24	31	30	24	48	72	34	44	29	60	23	17	21	100	95	82	60	66
21	62	20	31	74	57	43	66	55	12	100	52	34	79	11	93	29	49	64	39	20	81	86	40	14	81	56	37	88	20	97	96	11	71	29	89	27	27	23	21	42	73	35	11	96	28	79	25	43	32	93	79	68	95	29	25	27	45	26	52	58	68	95	79	93	97	24	61	51	88	35	42	65	53	62	90	82	87	52	11	71	10	63	44	65	56	78	45	70	56	64	16	38	31	75	91	58	12	27	54	57	78	46	50	46	40	69	45	73	85	77	80	84	33	64	91	60	63	90	88	79	19	99	72	88	69	47	62	44	54	15	75	14	69	30	21	90	98	89	62	94	81	52	60	61	94	17	64	25	15	48	97	68	40	44	26	59	31	25	70	46	29	22	42	54	91	28	52	84	49	13	62	68	53	62	18	69	66	48	71	75	63	99	26	32	85	68	41	75	40	78	87	73	99	98	56	53	22	93	87	29	43	31	45	71	35	18	52	82	94	63	73	30	83	73	88	47	84	26	68	42	75	36	66	25	43	89	41	35	28	24	77	85	37	65	12	42	60	25	94	84	46	15	10	15	77	83	93	94	35	51	92	90	78	79	94	36	29	96	13	20	68	91	33	94	61	90	51	97	62	87	49	53	72	96	28	29	38	47	57	12	59	44	12	61	18	82	29	92	75	58	89	15	60	54	77	37	45	84	96
77	32	22	68	62	57	42	44	75	77	26	11	90	55	75	50	38	59	69	92	84	91	35	16	11	66	77	27	60	35	73	88	58	74	39	59	80	97	12	96	59	24	67	93	11	64	85	96	83	51	64	17	51	61	22	62	38	47	61	58	44	40	88	14	33	81	30	12	77	59	79	64	48	69	92	98	68	100	25	46	82	44	81	27	91	93	58	26	28	68	58	34	12	58	26	55	19	87	76	25	67	94	21	31	31	18	40	91	73	92	24	30	63	66	71	30	21	44	44	69	15	27	61	22	84	75	11	51	10	49	69	46	78	14	27	67	63	30	93	21	61	89	21	24	93	97	42	95	36	57	63	17	97	34	91	97	41	57	94	94	96	81	88	42	69	27	95	22	44	21	41	35	54	63	50	62	97	89	97	73	33	88	95	88	57	18	25	41	41	33	85	52	89	71	15	59	32	89	81	33	14	78	24	71	100	49	20	82	93	27	33	39	84	74	91	34	18	42	18	36	96	65	90	91	18	39	30	75	35	85	87	96	63	80	33	23	97	68	33	96	60	11	75	13	65	68	45	96	25	92	75	20	71	37	98	11	83	74	55	15	32	35	37	44	17	13	38	99	68	51	30	87	25	50	47	97	46	37	39	22	55	45	29	85	47	34	82	75	55	17	23	68	98	90	68	33	38	48	89	29
78	68	34	77	55	46	25	41	56	80	72	38	22	79	33	82	26	40	30	38	14	96	86	53	16	70	72	38	69	78	46	21	82	11	63	15	80	85	80	42	33	24	56	15	41	25	51	92	34	73	92	87	32	74	33	92	74	28	99	36	48	52	66	64	75	54	68	28	83	52	66	68	58	65	93	80	59	68	73	73	94	99	43	17	23	49	71	94	15	77	92	18	65	77	35	58	88	18	75	75	54	79	51	13	52	50	69	90	85	73	66	88	11	91	34	45	87	83	46	86	65	24	29	47	31	64	94	47	92	74	93	92	71	99	15	91	37	45	78	45	99	13	88	62	28	10	28	23	49	15	12	56	88	22	96	81	76	66	64	17	26	64	10	40	72	21	39	87	87	18	88	16	93	73	100	63	20	68	29	93	17	43	31	38	47	43	24	35	50	76	31	97	85	46	96	35	51	16	86	84	79	97	21	51	62	14	43	99	65	59	89	99	55	19	58	33	85	51	73	25	26	79	90	39	81	38	17	51	84	26	49	98	34	53	37	60	11	63	94	46	30	30	87	56	29	13	61	17	26	12	71	51	26	49	29	87	17	30	14	64	92	86	73	79	88	39	96	37	83	27	81	23	99	22	71	58	39	78	42	91	42	19	38	78	72	21	14	71	30	11	54	96	85	69	70	97	19	91	41	68
78	71	61	69	74	77	13	70	35	22	63	72	91	74	70	63	35	71	85	98	16	11	83	95	36	74	84	53	90	40	58	99	39	42	56	20	94	88	30	45	39	39	33	86	22	61	54	56	68	92	16	33	81	55	86	82	29	22	89	80	12	11	63	83	64	47	44	73	59	52	35	37	89	97	12	75	68	59	58	66	12	13	95	63	81	97	98	21	80	79	43	68	27	20	84	72	69	38	98	64	51	33	62	13	10	49	80	29	12	81	80	63	11	32	44	27	87	22	69	48	10	41	64	30	97	42	64	50	89	67	56	16	41	78	97	61	43	21	54	21	21	85	73	58	18	46	88	12	10	30	33	50	24	12	35	37	64	52	60	15	34	56	61	60	71	56	59	61	74	28	67	73	19	29	12	77	10	79	17	60	60	10	84	99	62	35	70	42	52	94	28	78	66	27	25	89	54	75	95	41	88	31	27	36	81	91	98	70	65	12	92	65	21	70	78	74	71	38	50	28	34	32	62	79	91	35	87	76	45	87	37	86	28	39	20	93	41	86	11	24	30	99	16	69	22	48	82	63	21	69	15	18	61	28	79	71	68	89	57	51	89	34	14	35	62	46	78	11	74	69	97	45	85	53	69	29	24	59	85	66	89	53	76	22	30	97	66	14	49	56	54	79	38	22	94	60	78	67	19	56
